001327721310000	8209837	1	18/02/2019
000000116864208	5836932	1	29/07/2016
005068721930000	9031714	1	08/07/2019
000000050052893	7872139	1	12/11/2018
000000152476297	8772569	1	06/01/2020
005104593610000	9112743	1	22/11/2019
005061042660000	9096040	1	11/01/2020
005009243960000	9095871	1	09/01/2020
000000192336584	8897950	1	15/10/2019
001424721410000	7669725	1	23/07/2019
001349425660000	9106608	1	25/11/2019
001376496310000	8022030	1	20/02/2018
002632340020000	9051694	1	26/12/2019
000000494422710	1599304	1	10/02/2020
005040366200000	8746011	1	06/03/2019
001421352890000	9103919	1	27/11/2019
005047829180000	7302549	1	17/12/2017
005081381180000	8691508	1	11/08/2019
000849522470000	9079972	1	13/01/2020
000000327611612	7950041	1	10/03/2020
005087122800000	8636510	1	27/05/2019
005088874140000	8993646	1	13/06/2019
000691819380000	9104702	1	26/12/2019
001559257770000	9093248	1	13/01/2020
005067879010000	8855083	1	07/08/2019
000000115060063	9108343	1	13/01/2020
005041675110000	9077948	1	09/01/2020
000000304504954	8972022	1	04/07/2018
001433051550000	9066523	1	08/11/2019
000000151826922	8607378	1	02/12/2019
005063822580000	5414321	1	11/04/2019
005062090720000	9026606	1	13/03/2019
001429790940000	8770318	1	27/08/2019
000000539256628	8223862	1	21/10/2019
005102080810000	9082309	1	23/11/2019
005098726350000	9082309	1	18/11/2019
001341847700000	8844838	1	07/04/2019
000000214622300	9083932	1	02/03/2020
000000470725599	9082773	1	12/08/2019
005092311590000	9078297	1	13/01/2020
001545962260000	8848003	1	09/06/2019
000000245155601	7997783	1	06/03/2020
000000753912617	2403899	1	17/01/2019
000839950970000	8267623	1	11/09/2019
001333491790000	7066729	1	23/12/2016
002638586520000	9088882	1	17/11/2019
005100442850000	8806396	1	13/10/2019
001639667710000	8699974	1	09/08/2019
005095321950000	9093181	1	11/01/2020
005055197160000	8496110	1	07/04/2019
005072650530000	8992965	1	11/08/2019
001543296140000	9044270	1	16/06/2017
005005215000000	8043203	1	16/06/2018
005086973160000	8696395	1	11/08/2019
000000072441660	8600249	1	18/11/2019
000000327128880	9045317	1	10/02/2020
005034155100000	7323927	1	22/06/2017
005095108930000	9021963	1	06/05/2019
001428780640000	8288929	1	08/03/2019
000000561122896	5087536	1	29/05/2017
000000025768730	9097874	1	25/09/2006
001913151280000	9124495	1	13/07/2018
000000009129891	3198090	1	13/09/2019
000000020407862	8854158	1	17/02/2020
001354159050000	6990115	1	17/02/2017
005059727110000	9049620	1	26/12/2019
000000048447288	6728737	1	10/10/2016
005064160670000	9101301	1	25/09/2019
000000749249462	5905063	1	29/06/2015
001312281810000	6406096	1	10/10/2016
001765116060000	8722071	1	25/06/2019
005048998430000	9091743	1	06/04/2019
001578070600000	7845789	1	13/07/2018
000000633194808	7847603	1	29/10/2018
005061417220000	8206508	1	06/12/2018
000138283180000	9085828	1	29/06/1999
005085784830000	8676070	1	13/04/2019
001399270110000	8507344	1	08/06/2019
001642529990000	3765834	1	12/04/2011
002575416390000	9082703	1	09/01/2020
005074157240000	9098744	1	17/10/2019
001346554090000	9103262	1	27/09/2019
005074311720000	8228271	1	15/12/2018
000000326248804	8855704	1	30/09/2019
001429854010000	8380852	1	16/04/2019
001347953690000	9105034	1	10/06/2019
005048756090000	8735946	1	07/01/2020
000000212430573	6814380	1	06/03/2020
005080757150000	8840228	1	01/10/2019
000432726550000	9083414	1	28/01/2006
001347688110000	8999257	1	15/04/2019
000000136422391	9017019	1	16/07/2018
005053904200000	8486540	1	08/04/2019
000000539672964	9076641	1	20/02/2020
001556460310000	7205972	1	09/01/2017
000680574200000	9078378	1	09/04/2019
001691065420000	7118771	1	18/11/2016
005079236770000	8694318	1	11/08/2019
005047627030000	7744200	1	13/06/2018
001774399080000	7140527	1	01/04/2017
000653480130000	9018347	1	18/12/2019
000000551842925	6726534	1	07/12/2016
001363918980000	9087699	1	08/04/2018
001723496980000	9121952	1	01/01/2020
005015872490000	9120104	1	20/01/2020
001418575580000	9105477	1	16/01/2020
002471248710000	9033922	1	25/10/2019
000804006790000	9048231	1	11/10/2016
001526611710000	9124619	1	05/10/2019
005019669580000	9101632	1	15/01/2020
002427042490000	9067902	1	25/05/2019
001329068360000	8065614	1	13/12/2018
001913014370000	9010380	1	23/03/2016
002353183330000	9104267	1	18/01/2020
000000327964003	9118350	1	17/03/2020
000000511051393	2926970	1	16/05/2013
001426803010000	9089118	1	25/09/2019
000000539345504	6813390	1	02/03/2020
001544976470000	9113195	1	10/06/2019
002373322300000	5356336	1	14/10/2014
001376789470000	8665435	1	10/06/2019
001337931610000	7526995	1	08/02/2018
005002347340000	9091453	1	11/01/2020
000000143622579	8919049	1	17/03/2020
005066249000000	8700650	1	16/06/2019
001722020710000	9026228	1	20/10/2019
005097293120000	9107762	1	27/09/2019
005069781190000	9124790	1	20/04/2019
000821115770000	5746399	1	11/08/2015
001314680450000	6893025	1	05/05/2017
001718673560000	8541662	1	13/06/2019
005064467570000	9120351	1	18/05/2018
000000473665586	7223192	1	30/01/2020
000000042539601	1789888	1	11/06/2015
000000555346998	6417928	1	13/02/2017
000000536621378	8696693	1	01/08/2019
005068347650000	9073953	1	20/08/2019
005069170340000	8180314	1	11/10/2018
005057747880000	7617053	1	20/03/2018
001500480510000	8950044	1	27/05/2019
005095414630000	8810057	1	09/11/2019
001298982370000	9035956	1	19/04/2019
005016353030000	9039257	1	25/12/2019
000000308455070	6148522	1	14/05/2018
001719750500000	9076800	1	25/10/2019
001340647100000	8785754	1	27/03/2019
005053190970000	8992617	1	11/08/2019
005063505460000	8298163	1	16/03/2019
001396248350000	6929001	1	08/07/2018
005056016040000	9099974	1	20/11/2019
001865419860000	7569344	1	11/02/2018
000717603140000	8845120	1	12/04/2019
000000419594965	7514042	1	16/03/2018
002529276590000	9107590	1	17/01/2020
005032966290000	9021848	1	06/01/2017
001708092630000	6166662	1	17/07/2016
001418399910000	8958889	1	18/11/2019
001006314480000	9083479	1	02/01/2020
005086386250000	8858912	1	13/06/2019
005052983870000	8638435	1	11/04/2019
005080177980000	8642411	1	25/07/2019
001919788660000	9114392	1	16/01/2020
001720092740000	8934535	1	17/09/2019
005068004740000	8949551	1	10/11/2019
000440025980000	9105706	1	06/10/2018
001394532440000	9088317	1	08/04/2019
000000211033030	5993253	1	08/01/2017
001526951500000	8893693	1	09/03/2019
005096691920000	9007459	1	08/12/2019
000000281003905	8536406	1	21/02/2020
000819907600000	7762197	1	09/02/2018
001302862650000	8989016	1	17/06/2019
005088857070000	6356221	1	17/05/2019
001378632610000	7955921	1	23/10/2018
001629295570000	8206992	1	12/05/2018
000881919440000	9083905	1	22/04/2018
005052994690000	8693062	1	13/08/2019
001576794560000	7264134	1	05/08/2017
005063225360000	8736246	1	20/08/2019
000000456880962	8335416	1	09/11/2015
000000617616925	8670667	1	19/09/2019
000000049619083	5873983	1	14/09/2015
005021223060000	9111889	1	17/01/2020
001897931800000	5723279	1	08/11/2016
005033793100000	7622815	1	26/03/2018
005095528530000	8935986	1	25/11/2019
000000244432258	9081752	1	11/11/2019
001357119560000	9050266	1	25/11/2019
000000365829464	8498701	1	27/02/2020
000000326784980	8059197	1	09/09/2019
000000391991270	4378179	1	06/06/2016
001714014390000	9098147	1	15/01/2020
005031429670000	8415864	1	11/03/2019
002565872610000	8973930	1	02/08/2019
002568299670000	9104396	1	06/09/2018
000000553948126	8236961	1	05/08/2019
000000456330760	8485696	1	14/11/2019
000000118437185	8844180	1	10/02/2020
005060697410000	8878745	1	11/10/2019
005078044620000	9006494	1	11/10/2019
001524266030000	9048575	1	12/11/2017
001792631120000	9077810	1	09/01/2020
005064731430000	8950645	1	28/05/2018
005074561420000	9093930	1	08/01/2020
002576678950000	9068917	1	09/11/2019
000000136517828	7527708	1	25/08/2016
005078238070000	9020678	1	20/02/2019
005102873070000	8990078	1	06/10/2019
000000065974917	9056960	1	20/06/2018
001348296310000	8666310	1	07/05/2019
005051012630000	7400885	1	11/12/2017
001525544800000	7227347	1	08/09/2017
000000052380821	9123410	1	09/03/2020
001788139730000	9044700	1	07/11/2014
000366348700000	8843523	1	09/06/2019
002501469220000	7530138	1	26/05/2019
000000415865500	2527043	1	30/10/2017
005056257360000	8370384	1	17/02/2019
001769990580000	7435916	1	25/04/2017
005089876970000	8983424	1	06/10/2019
005102706260000	9049250	1	02/11/2019
001777699840000	9071995	1	08/11/2019
001713662400000	8374182	1	22/04/2019
000000256689399	6670893	1	24/12/2018
000000050798370	8691253	1	13/01/2020
001722639520000	8994293	1	01/07/2019
000000799298492	8990012	1	20/01/2020
005100500030000	8683567	1	08/08/2019
000000471795807	7565373	1	12/09/2017
002596867390000	9032331	1	17/01/2019
001695232860000	9079904	1	15/11/2019
000000302518774	8925482	1	18/03/2020
005034552160000	8990347	1	02/12/2019
005066016390000	9114624	1	16/01/2020
005033795220000	8518677	1	11/04/2019
001799333370000	9062861	1	15/09/2019
005066266040000	8516592	1	11/06/2019
005094329820000	8701430	1	21/04/2019
005054914650000	9073463	1	07/11/2019
005098840290000	9079025	1	15/11/2019
001430025110000	8338529	1	08/04/2019
000000009191222	5025000	1	10/07/2015
000000194809752	8505393	1	27/01/2020
005039012750000	8346418	1	09/04/2019
001556403320000	9108267	1	16/01/2020
005063941550000	7636486	1	21/05/2018
001790927120000	8524614	1	10/06/2019
001762117240000	9054255	1	16/07/2019
001712438900000	7885824	1	05/10/2017
001185274730000	9106869	1	08/06/2019
000000034848721	3097981	1	10/09/2015
000285199010000	6703789	1	11/10/2017
001689381400000	8885288	1	20/08/2019
005093318010000	9092632	1	21/09/2019
000000335757969	2796468	1	18/06/2018
002384202710000	6691626	1	15/10/2019
000000131264517	9097656	1	09/09/2019
005000811170000	6904490	1	15/03/2017
005077047940000	9042589	1	13/05/2019
001391327470000	9052826	1	08/09/2019
000000087323556	7669372	1	10/03/2020
005010042260000	9064094	1	15/09/2019
000000116127606	8321613	1	26/09/2019
000000452300189	6438306	1	23/05/2017
001839278850000	8053755	1	25/12/2019
001718577620000	9059606	1	05/11/2019
001870015050000	6180145	1	09/01/2020
001366217200000	9088345	1	25/02/2012
002616029780000	4389027	1	17/12/2019
005091767930000	9121584	1	23/04/2019
005009279400000	8419790	1	11/03/2019
000615755120000	2798738	1	06/01/2015
005062637290000	8979082	1	06/08/2019
001716741420000	9060202	1	20/05/2019
002573032290000	8859809	1	17/12/2019
005080408730000	8257861	1	20/11/2018
001705927760000	9080228	1	08/01/2020
000000628867764	1454758	1	10/09/2015
001511986960000	9075679	1	07/01/2020
001677329500000	4067619	1	13/01/2016
005084250120000	8481312	1	09/02/2019
005077769900000	1457326	1	25/05/2019
000000281165969	9005636	1	04/12/2019
001768484960000	9118718	1	20/03/2018
001301454220000	8712470	1	23/07/2019
005055200970000	9082349	1	09/01/2020
000000456809359	9110675	1	13/01/2020
000000327981254	8527455	1	21/02/2020
005093290400000	9120187	1	08/11/2019
000757235830000	7549993	1	15/02/2018
002509910110000	7553016	1	25/12/2017
005009207380000	8280296	1	11/03/2019
005040334600000	9080237	1	13/01/2020
002428498800000	8686436	1	06/08/2019
000000086623360	7277483	1	17/11/2017
001716893530000	8854026	1	20/02/2019
000000785795550	7036885	1	05/07/2017
005045888530000	8661370	1	06/06/2019
001372396410000	8555138	1	08/04/2019
000000538049362	7676461	1	21/10/2019
000000537789679	7383926	1	09/07/2018
005017040750000	8581588	1	27/11/2017
001298531450000	9036499	1	13/12/2019
000680242010000	4221508	1	23/05/2019
001368310650000	9104951	1	23/09/2019
001797332230000	9111065	1	09/06/2019
002392881030000	6180440	1	25/03/2016
000000008018707	8872754	1	21/02/2020
000000083513655	5348180	1	24/12/2015
001913254300000	7526951	1	11/01/2016
005091419500000	9121251	1	17/01/2020
000000152622064	8821834	1	03/02/2020
005079164250000	8928651	1	11/09/2019
005094266540000	4720406	1	26/01/2020
001722632890000	8814080	1	17/09/2019
000000024335168	7503827	1	12/05/2018
005077806430000	9109144	1	11/01/2020
001337673840000	8716911	1	16/04/2019
001420075640000	5983797	1	08/01/2018
001364372840000	2938473	1	10/05/2019
001333494860000	9068849	1	03/01/2020
005064156180000	9039217	1	20/06/2018
001305897370000	9085943	1	10/01/2020
000000496258096	7099629	1	22/11/2019
001867839000000	9087512	1	01/06/2017
000000417255957	8494862	1	30/12/2019
001843666050000	8664939	1	06/06/2019
000000070392451	6463836	1	23/09/2019
001053205660000	9036080	1	20/11/2018
000000142025469	7335577	1	25/06/2018
000435848590000	9089452	1	28/07/2008
001721553380000	8883707	1	06/09/2019
001390621600000	9083995	1	01/06/2019
002581662750000	8720155	1	06/08/2019
001878594350000	9084348	1	21/05/2017
000054884910000	9084985	1	14/11/2000
000000194544615	8667611	1	18/12/2019
000000072473952	7948286	1	18/11/2019
000000036001402	9048915	1	17/02/2020
001769072820000	9044525	1	08/05/2013
001338161670000	9052612	1	27/12/2019
000000035369099	7797638	1	22/02/2019
005043756480000	8835853	1	08/04/2019
002362046140000	9065904	1	09/05/2018
001299694260000	7951783	1	26/10/2018
000000476213129	8071612	1	16/12/2019
002433730500000	7767369	1	20/11/2019
001433513820000	9069564	1	13/11/2019
005107763730000	9122012	1	26/01/2020
005012451300000	6508212	1	13/03/2016
001863148630000	5194059	1	15/05/2015
005079006380000	9078959	1	09/01/2020
002382202590000	7659497	1	11/10/2018
001721877940000	8640951	1	20/07/2019
000000325657468	7940219	1	18/02/2019
000000119272169	8365164	1	23/10/2018
002642061900000	8958873	1	25/07/2019
005009748460000	3477797	1	07/08/2019
002572412500000	8649151	1	27/07/2019
002509362770000	9085049	1	02/04/2019
005004084770000	9043825	1	25/12/2019
005085386140000	9080810	1	17/11/2019
005108800020000	9059104	1	27/12/2019
000691684430000	9118975	1	09/08/2019
005004489670000	7300497	1	10/08/2017
001360344600000	1992460	1	20/02/2012
002528846710000	8714109	1	16/04/2019
000000119462208	8603766	1	16/10/2017
000000757116660	9089080	1	06/10/2009
001363477830000	7079061	1	15/06/2017
000588880820000	8706749	1	18/01/2020
005069315100000	8628716	1	28/03/2019
002440735580000	8709083	1	20/06/2019
000638179910000	7831484	1	05/05/2018
001577094470000	8527357	1	13/06/2019
000233050630000	9049200	1	26/12/2019
000000050891258	8351550	1	18/11/2019
000000008749681	7611188	1	22/10/2018
000000295395230	3056812	1	08/07/2009
001504213100000	7436356	1	23/08/2017
005058558980000	8985190	1	28/11/2019
001430521880000	2057910	1	27/01/2020
000000635955974	4395787	1	27/12/2013
000000278138151	7423596	1	21/01/2019
000000118881622	8502523	1	24/08/2018
001181679350000	9036651	1	08/07/2019
000000134027465	4955817	1	06/04/2015
001431606860000	8870857	1	13/08/2019
000000414620492	8566493	1	27/03/2018
001859217640000	5666292	1	12/04/2016
000000453176117	5812337	1	30/12/2015
005039303180000	8761654	1	18/03/2019
000000021972989	9118764	1	22/01/2020
005051978280000	8863238	1	08/02/2019
005042342790000	9061883	1	27/05/2019
005014519110000	6169353	1	13/04/2016
005033435480000	7993956	1	15/01/2018
000000114977200	9101028	1	25/07/2019
005046887590000	8651984	1	25/07/2019
000000116818295	8650063	1	08/01/2020
001366110660000	9088622	1	10/10/2016
005051388500000	9016358	1	13/12/2019
001770544700000	9002574	1	07/12/2019
005061889750000	8934800	1	25/05/2019
005090519030000	9089517	1	13/01/2020
000000551745961	5513700	1	09/02/2017
005100538270000	9082611	1	08/01/2020
001900615020000	6927335	1	20/09/2015
000000455031179	9031856	1	11/02/2020
000000455028381	9031856	1	11/02/2020
005090799390000	9081462	1	09/01/2020
000873284110000	8838115	1	05/06/2019
000842290160000	9098248	1	15/01/2020
000000292192218	7792506	1	24/09/2019
002513831960000	9067429	1	08/01/2020
000834718050000	6714065	1	07/04/2016
000000365531508	6822498	1	12/07/2019
001785468960000	9032385	1	09/09/2018
000000089201214	7105064	1	17/09/2019
005097787030000	8927890	1	07/09/2019
000000009621889	8771993	1	09/01/2020
005009119450000	8690534	1	13/08/2019
001627292220000	5929447	1	08/01/2016
000000295892491	5970280	1	17/03/2016
001834155300000	8793583	1	17/05/2019
002383921200000	8455207	1	12/06/2019
000000088496690	9093497	1	02/01/2020
001372388190000	9019257	1	10/03/2019
000000153201413	8288129	1	27/02/2020
001315875610000	8874478	1	25/09/2019
000000493643563	8298427	1	02/03/2020
001555718360000	8279095	1	12/01/2019
000000195661913	8213029	1	28/02/2020
000000009147315	8973075	1	19/11/2019
005063669250000	7905331	1	17/06/2018
000000033495862	4327438	1	02/12/2019
005082751680000	9108724	1	20/11/2019
005057482820000	8722603	1	16/08/2019
005038688160000	8701789	1	25/07/2017
005020193610000	8440885	1	11/06/2018
002530243300000	8455357	1	09/11/2018
000000478335920	7432263	1	19/09/2019
005077609380000	9093761	1	11/01/2020
000000759514920	2949773	1	26/10/2009
000000760327825	3446994	1	02/05/2011
001418188780000	9107413	1	13/04/2019
000000222061277	9088405	1	08/11/2019
001397013300000	9107403	1	08/06/2019
005034028810000	9121418	1	21/03/2018
001626305740000	9062689	1	21/07/2019
005087084920000	8518694	1	11/04/2019
000000803196856	8987775	1	21/11/2019
001429443330000	8229547	1	08/08/2019
001903950210000	9055522	1	11/09/2019
005039493730000	9070985	1	13/11/2019
001578037340000	9028436	1	14/12/2019
000000244858890	9017982	1	10/02/2020
000000072610462	8760293	1	25/11/2019
001557295840000	7864511	1	13/09/2018
000000490564101	8402066	1	31/12/2018
001550788660000	7752817	1	09/07/2018
001543490650000	9056926	1	12/07/2019
001367641290000	8211647	1	20/12/2018
005052483500000	7844805	1	27/11/2017
001222703180000	9008766	1	17/08/2019
002390533820000	1989847	1	09/12/2019
000000039747860	4157201	1	16/01/2015
005059406590000	8919513	1	23/01/2019
001318226580000	9067522	1	20/07/2019
001536097860000	8261550	1	20/09/2018
005074023200000	9101723	1	09/03/2019
001341279360000	9083937	1	15/10/2018
002571858970000	8616718	1	17/07/2019
005012281360000	9074576	1	11/11/2019
001720225770000	8161305	1	10/10/2018
005049863420000	8821592	1	26/07/2019
002380263390000	9105766	1	16/01/2020
005061942030000	9099792	1	27/09/2019
000000195987128	8957893	1	12/03/2020
001693203800000	4454015	1	26/08/2017
001695650430000	9098651	1	15/12/2018
005098069510000	9049112	1	01/11/2019
000000310285705	6974898	1	29/01/2018
000000034204875	9046265	1	06/02/2020
005070356820000	8404745	1	06/03/2019
005071013290000	8301604	1	25/03/2019
005068325460000	9071631	1	11/11/2019
005067272280000	8834163	1	25/09/2019
000000800558298	8765946	1	02/03/2020
001318182130000	9082798	1	13/01/2020
000000575619606	6750282	1	11/12/2017
005062923840000	5521149	1	11/07/2019
000778968140000	8662981	1	01/07/2016
000754728470000	2749990	1	23/12/2015
000000365468966	7699378	1	28/02/2020
001638660780000	8697904	1	28/12/2018
001717326470000	8949647	1	10/07/2019
000000138344213	7752816	1	10/09/2018
005093347090000	9091671	1	13/01/2020
005018246890000	9110174	1	25/11/2017
000000364140756	6539081	1	19/10/2016
005073407430000	8326161	1	08/12/2018
005113923860000	9080221	1	09/01/2020
001794126210000	7919024	1	16/06/2018
000690105860000	7315712	1	15/05/2017
001346381320000	9067635	1	20/07/2019
000000791752280	5507199	1	03/06/2019
001324205650000	6753833	1	17/04/2016
000000569361686	8759225	1	29/02/2020
005062859110000	8861753	1	09/08/2019
001636964520000	8659757	1	07/02/2018
001767093680000	9072498	1	01/04/2019
001906896140000	7425244	1	20/12/2017
001666793530000	2688666	1	31/03/2010
001774810520000	9092910	1	13/01/2020
005070938930000	9095984	1	11/01/2020
000000772001467	9058610	1	18/02/2020
005089162580000	8311714	1	20/01/2020
000000367260064	2856121	1	17/03/2016
000000192041317	8187034	1	21/11/2019
005053843890000	8527511	1	13/06/2019
005051487240000	8729343	1	15/08/2019
001393543920000	9066553	1	13/09/2019
005056834190000	7714717	1	06/05/2018
000000213063571	8496150	1	06/02/2020
000000083456368	9120619	1	02/08/2019
000000134751163	9094112	1	02/03/2020
000000492371570	5732155	1	26/01/2017
001556833010000	6949684	1	17/09/2016
000000367161593	9084849	1	20/12/2008
005001318010000	9058994	1	13/12/2019
000000069254308	1683134	1	27/02/2020
005073467130000	8446364	1	25/03/2019
001342000490000	9105871	1	27/11/2019
001905429510000	9014900	1	09/01/2019
000752171420000	6028719	1	15/09/2016
000830280500000	9059769	1	27/12/2019
005047776470000	9006822	1	16/10/2019
005069290680000	8718599	1	21/07/2019
005065481860000	8662339	1	06/08/2019
005089589320000	7186549	1	06/03/2019
005062162200000	8822239	1	28/07/2019
000000135594729	6649797	1	17/03/2020
001367369530000	7358619	1	17/11/2017
000000212236780	8560596	1	16/12/2019
002534305520000	8911794	1	18/03/2019
001626409390000	9008956	1	15/08/2019
000000797036381	5375059	1	13/02/2020
005044029560000	9058394	1	22/04/2018
001267534150000	7892886	1	08/09/2018
000585778340000	9083231	1	17/06/2009
005075698340000	9120298	1	09/01/2020
001396071010000	9103499	1	25/11/2019
001910841220000	6960655	1	20/04/2017
000000118770056	8868534	1	10/03/2020
000061044290000	9087322	1	13/08/1998
005080431430000	8599472	1	16/03/2019
005087974710000	9002544	1	09/01/2020
000000069165512	9069759	1	21/02/2020
005079196810000	8839314	1	26/09/2019
000000790467658	9112869	1	11/03/2020
001428142930000	8015190	1	16/02/2018
002628848080000	9068316	1	17/09/2019
000000090535220	7977940	1	09/03/2020
001320617260000	4131272	1	10/01/2020
001719405130000	8439007	1	20/01/2019
001719988790000	9117122	1	18/01/2020
005050828830000	8496662	1	10/02/2019
001315233990000	8507677	1	10/04/2019
001427089540000	9106817	1	08/06/2019
000000058413766	9118387	1	17/03/2020
000000034441592	9044713	1	11/02/2020
001433358310000	9083108	1	13/01/2020
000000089474423	6910704	1	13/01/2020
005065766850000	8926269	1	11/09/2019
000000121243463	9089246	1	12/01/2010
001619843220000	8070924	1	05/12/2018
000000771703188	6479489	1	11/11/2019
001548751140000	2986603	1	13/05/2013
005063160520000	8816515	1	13/05/2019
005070610320000	9076080	1	27/05/2019
001777480230000	9121458	1	07/08/2019
005088245270000	9064484	1	17/09/2019
000000773538897	8668031	1	23/09/2019
001336664700000	9105646	1	27/11/2019
000000479924425	4509684	1	15/10/2014
002351882690000	6933395	1	06/02/2017
001761237020000	6906516	1	13/10/2016
000400014520000	9000698	1	03/12/2019
000000812461184	3951184	1	06/01/2020
002511475420000	8999540	1	25/04/2019
001397147430000	8725243	1	08/08/2019
001621398820000	9045615	1	13/07/2019
000000116197690	7616981	1	10/09/2019
000000036669620	2993277	1	25/08/2012
001717980870000	9096635	1	15/01/2020
005022252150000	7679695	1	16/04/2018
005094976270000	9091944	1	11/01/2020
001398579470000	6824632	1	03/04/2017
001722611110000	8374808	1	16/09/2019
001428711580000	9088654	1	01/06/2019
000000071307698	8644649	1	16/09/2019
005055584400000	9113683	1	06/08/2019
001382303020000	9086149	1	27/12/2009
005015168250000	7601014	1	17/11/2017
002417058560000	8787795	1	17/07/2019
000000034994228	4920250	1	10/09/2015
001422145670000	8909392	1	27/10/2019
001428332970000	8327850	1	03/04/2019
000381228050000	9084086	1	17/06/2006
000000166164525	4359148	1	14/02/2018
000000138235395	2402338	1	26/03/2018
001560953850000	7003634	1	11/06/2017
005084945780000	8684635	1	01/06/2019
001911863510000	9062059	1	09/11/2019
000000090447467	8606317	1	20/01/2020
001787445850000	9071730	1	13/09/2019
002515599320000	8153043	1	20/09/2018
000000150000115	8067821	1	25/04/2019
005071838940000	9063680	1	09/12/2018
002382149200000	7546188	1	17/02/2018
000000152526786	9015566	1	03/02/2020
000283842890000	9010479	1	15/12/2019
005065284430000	8029551	1	08/09/2018
005067510470000	9102125	1	28/09/2019
005054146770000	8142274	1	17/11/2018
001534970870000	9032523	1	01/07/2017
000000055222954	9081317	1	02/03/2020
001797735560000	6076830	1	09/06/2019
000000211415484	5734265	1	07/08/2017
000000786890202	4787441	1	20/10/2015
000000280769605	7308722	1	06/01/2020
000000215814799	7201297	1	12/03/2020
002572338880000	9088915	1	17/11/2019
000000660528662	2859205	1	27/09/2019
001352430210000	6119077	1	27/06/2016
000000039388772	4706554	1	19/11/2019
000000533682209	6810996	1	08/01/2018
005092392130000	9120405	1	25/01/2020
002582848210000	9106527	1	17/11/2019
001707324020000	9032400	1	17/03/2019
005049117380000	7643025	1	26/09/2017
005052167970000	7455822	1	13/11/2017
001641831220000	1542407	1	16/07/2011
005067350580000	8605956	1	25/03/2019
000674469620000	8616466	1	11/07/2019
